0.0,1.0,422013.0,11.0,0.0,10.0,1.0,4.0,0.0,0.0,3683.0,40.0,39.0,1.746610164642334
0.0,1.0,422013.0,11.0,0.0,10.0,1.0,4.0,1.0,0.0,3683.0,40.0,39.0,1.746610164642334
0.0,1.0,99987.0,12.0,0.0,10.0,1.0,4.0,0.0,0.0,974.0,40.0,39.0,3.5533292293548584
0.0,1.0,99987.0,12.0,0.0,10.0,1.0,4.0,1.0,0.0,974.0,40.0,39.0,3.5533292293548584
0.0,1.0,99987.0,12.0,0.0,11.0,1.0,4.0,0.0,0.0,974.0,40.0,39.0,19.08052110671997
0.0,1.0,99987.0,12.0,0.0,11.0,1.0,4.0,1.0,0.0,974.0,40.0,39.0,19.08052110671997
0.0,0.0,99987.0,12.0,0.0,11.0,1.0,4.0,0.0,0.0,974.0,40.0,39.0,104.61223649978638
0.0,0.0,99987.0,12.0,0.0,11.0,1.0,4.0,1.0,0.0,974.0,40.0,39.0,104.61223649978638
0.0,4.0,122066.0,4.0,2.0,8.0,0.0,4.0,0.0,0.0,2603.0,40.0,12.0,150.9030613899231
0.0,4.0,122066.0,4.0,2.0,8.0,0.0,4.0,1.0,0.0,2603.0,40.0,12.0,150.9030613899231
0.0,3.0,99987.0,4.0,2.0,8.0,0.0,4.0,0.0,0.0,974.0,40.0,12.0,156.14099860191345
0.0,3.0,99987.0,4.0,2.0,8.0,0.0,4.0,1.0,0.0,974.0,40.0,12.0,156.14099860191345
0.0,3.0,99987.0,3.0,2.0,8.0,0.0,4.0,0.0,0.0,974.0,40.0,12.0,170.23461031913757
0.0,3.0,99987.0,3.0,2.0,8.0,0.0,4.0,1.0,0.0,974.0,40.0,12.0,170.23461031913757
0.0,3.0,99987.0,3.0,2.0,8.0,0.0,3.0,0.0,0.0,974.0,40.0,12.0,181.06297492980957
0.0,3.0,99987.0,3.0,2.0,8.0,0.0,3.0,1.0,0.0,974.0,40.0,12.0,181.06297492980957
1.0,3.0,99987.0,3.0,2.0,8.0,0.0,4.0,0.0,0.0,974.0,40.0,12.0,217.98385286331177
1.0,3.0,99987.0,3.0,2.0,8.0,0.0,4.0,1.0,0.0,974.0,40.0,12.0,217.98385286331177
1.0,3.0,99987.0,3.0,2.0,8.0,0.0,3.0,0.0,0.0,974.0,40.0,12.0,235.55935859680176
1.0,3.0,99987.0,3.0,2.0,8.0,0.0,3.0,1.0,0.0,974.0,40.0,12.0,235.55935859680176
0.0,0.0,77053.0,11.0,6.0,0.0,1.0,4.0,0.0,0.0,4356.0,40.0,39.0,247.62805676460266
0.0,0.0,77053.0,11.0,6.0,0.0,1.0,4.0,1.0,0.0,4356.0,40.0,39.0,247.62805676460266
0.0,0.0,99987.0,12.0,6.0,0.0,1.0,4.0,0.0,0.0,974.0,39.0,39.0,346.3674530982971
0.0,0.0,99987.0,12.0,6.0,0.0,1.0,4.0,1.0,0.0,974.0,39.0,39.0,346.3674530982971
0.0,0.0,99987.0,12.0,6.0,0.0,0.0,4.0,0.0,0.0,974.0,39.0,39.0,363.24350810050964
0.0,0.0,99987.0,12.0,6.0,0.0,0.0,4.0,1.0,0.0,974.0,39.0,39.0,363.24350810050964
0.0,0.0,172175.0,10.0,4.0,0.0,1.0,4.0,0.0,0.0,2824.0,40.0,39.0,380.1618461608887
0.0,0.0,172175.0,10.0,4.0,0.0,1.0,4.0,1.0,0.0,2824.0,40.0,39.0,380.1618461608887
0.0,0.0,99987.0,10.0,4.0,0.0,1.0,4.0,0.0,0.0,974.0,40.0,39.0,390.72086453437805
0.0,0.0,99987.0,10.0,4.0,0.0,1.0,4.0,1.0,0.0,974.0,40.0,39.0,390.72086453437805
0.0,0.0,99987.0,10.0,4.0,0.0,1.0,4.0,0.0,0.0,974.0,41.0,39.0,398.2279586791992
0.0,0.0,99987.0,10.0,4.0,0.0,1.0,4.0,1.0,0.0,974.0,41.0,39.0,398.2279586791992
0.0,0.0,99987.0,9.0,4.0,0.0,1.0,4.0,0.0,0.0,974.0,41.0,39.0,450.6989622116089
0.0,0.0,99987.0,9.0,4.0,0.0,1.0,4.0,1.0,0.0,974.0,41.0,39.0,450.6989622116089
0.0,4.0,172274.0,10.0,0.0,10.0,4.0,2.0,0.0,0.0,3004.0,35.0,39.0,493.20535707473755
0.0,4.0,172274.0,10.0,0.0,10.0,4.0,2.0,1.0,0.0,3004.0,35.0,39.0,493.20535707473755
0.0,4.0,99987.0,11.0,0.0,10.0,5.0,2.0,0.0,0.0,974.0,35.0,39.0,503.52980160713196
0.0,4.0,99987.0,11.0,0.0,10.0,5.0,2.0,1.0,0.0,974.0,35.0,39.0,503.52980160713196
0.0,5.0,99987.0,11.0,0.0,10.0,5.0,2.0,0.0,0.0,974.0,35.0,39.0,507.3084907531738
0.0,5.0,99987.0,11.0,0.0,10.0,5.0,2.0,1.0,0.0,974.0,35.0,39.0,507.3084907531738
1.0,4.0,99987.0,11.0,0.0,10.0,5.0,2.0,0.0,0.0,974.0,35.0,39.0,566.3046536445618
1.0,4.0,99987.0,11.0,0.0,10.0,5.0,2.0,1.0,0.0,974.0,35.0,39.0,566.3046536445618
0.0,5.0,121441.0,1.0,4.0,4.0,2.0,4.0,0.0,0.0,2444.0,40.0,39.0,584.7882549762726
0.0,5.0,121441.0,1.0,4.0,4.0,2.0,4.0,1.0,0.0,2444.0,40.0,39.0,584.7882549762726
0.0,5.0,99987.0,1.0,4.0,5.0,2.0,4.0,0.0,0.0,974.0,40.0,39.0,596.9906101226807
0.0,5.0,99987.0,1.0,4.0,5.0,2.0,4.0,1.0,0.0,974.0,40.0,39.0,596.9906101226807
0.0,5.0,99987.0,1.0,5.0,5.0,1.0,4.0,0.0,0.0,974.0,40.0,39.0,607.4263434410095
0.0,5.0,99987.0,1.0,5.0,5.0,1.0,4.0,1.0,0.0,974.0,40.0,39.0,607.4263434410095
