,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,time,sh_entropy,k,disc,min_entropy
1900,0.0,2.0,2.0,2.0,0.0,189.0,0.0,1.0,1.0,9.0,8.0,146.0,3.0,3.0,1.0,3.0,85.89362287521362,1,2,1,1.0
1901,0.0,2.0,2.0,2.0,0.0,190.0,0.0,1.0,1.0,9.0,8.0,146.0,3.0,3.0,1.0,3.0,85.90182256698608,1,2,1,1.0
1902,0.0,2.0,2.0,2.0,0.0,188.0,0.0,1.0,1.0,9.0,8.0,146.0,3.0,3.0,1.0,3.0,85.91807341575623,1,2,1,1.0
1903,0.0,2.0,2.0,2.0,0.0,187.0,0.0,1.0,1.0,9.0,8.0,146.0,3.0,3.0,1.0,3.0,85.94262433052063,1,2,1,1.0
1905,0.0,2.0,2.0,2.0,0.0,186.0,0.0,1.0,1.0,9.0,8.0,146.0,3.0,3.0,1.0,3.0,85.95910573005676,1,2,1,1.0
1906,0.0,2.0,2.0,2.0,0.0,186.0,0.0,1.0,1.0,9.0,8.0,147.0,3.0,3.0,1.0,3.0,85.96748471260071,1,2,1,1.0
1909,0.0,2.0,2.0,2.0,0.0,187.0,0.0,1.0,1.0,9.0,8.0,147.0,3.0,3.0,1.0,3.0,86.0083236694336,1,2,1,1.0
1910,0.0,2.0,2.0,2.0,0.0,185.0,0.0,1.0,1.0,9.0,8.0,147.0,3.0,3.0,1.0,3.0,86.02434277534485,1,2,1,1.0
1913,0.0,2.0,2.0,2.0,0.0,184.0,0.0,1.0,1.0,9.0,8.0,147.0,3.0,3.0,1.0,3.0,86.04897928237915,1,2,1,1.0
1914,0.0,2.0,2.0,2.0,0.0,183.0,0.0,1.0,1.0,9.0,8.0,147.0,3.0,3.0,1.0,3.0,86.06507515907288,1,2,1,1.0
1915,0.0,2.0,2.0,2.0,0.0,184.0,0.0,1.0,1.0,9.0,8.0,146.0,3.0,3.0,1.0,3.0,86.08127880096436,1,2,1,1.0
1916,0.0,2.0,2.0,2.0,0.0,184.0,0.0,1.0,1.0,9.0,8.0,145.0,3.0,3.0,1.0,3.0,86.0894365310669,1,2,1,1.0
1917,0.0,2.0,2.0,2.0,0.0,184.0,0.0,1.0,1.0,9.0,8.0,144.0,3.0,3.0,1.0,3.0,86.1055166721344,1,2,1,1.0
1924,0.0,2.0,2.0,2.0,0.0,187.0,0.0,1.0,1.0,9.0,8.0,143.0,2.0,3.0,1.0,3.0,86.18623685836792,1,2,1,1.0
1932,0.0,2.0,2.0,2.0,0.0,189.0,0.0,1.0,1.0,9.0,8.0,143.0,3.0,3.0,2.0,3.0,86.36396884918213,1,2,1,1.0
1933,0.0,2.0,2.0,2.0,0.0,190.0,0.0,1.0,1.0,9.0,8.0,143.0,3.0,3.0,2.0,3.0,86.37997770309448,1,2,1,1.0
1945,0.0,2.0,2.0,2.0,0.0,192.0,0.0,1.0,2.0,9.0,8.0,142.0,3.0,3.0,1.0,3.0,86.56086087226868,1,2,1,1.0
1946,0.0,1.0,2.0,2.0,0.0,192.0,0.0,1.0,1.0,9.0,8.0,144.0,3.0,3.0,1.0,3.0,86.58505272865295,1,2,1,1.0
1948,0.0,1.0,2.0,2.0,0.0,191.0,0.0,1.0,1.0,9.0,8.0,144.0,3.0,3.0,1.0,3.0,86.60128855705261,1,2,1,1.0
1950,0.0,1.0,2.0,2.0,0.0,190.0,0.0,1.0,1.0,9.0,8.0,144.0,3.0,3.0,1.0,3.0,86.63410687446594,1,2,1,1.0
1951,0.0,1.0,2.0,2.0,0.0,190.0,0.0,1.0,1.0,9.0,8.0,143.0,3.0,3.0,1.0,3.0,86.6423397064209,1,2,1,1.0
