0.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,11.0,79.0,3.0,1.0,0.0,3.0,6.820216178894043
1.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,11.0,79.0,3.0,1.0,0.0,3.0,6.820216178894043
0.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,11.0,77.0,3.0,1.0,0.0,3.0,6.8366758823394775
1.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,11.0,77.0,3.0,1.0,0.0,3.0,6.8366758823394775
0.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,11.0,76.0,3.0,1.0,0.0,3.0,6.84504771232605
1.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,11.0,76.0,3.0,1.0,0.0,3.0,6.84504771232605
0.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,76.0,3.0,1.0,0.0,3.0,6.8531653881073
1.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,76.0,3.0,1.0,0.0,3.0,6.8531653881073
0.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,77.0,3.0,1.0,0.0,3.0,6.861596584320068
1.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,77.0,3.0,1.0,0.0,3.0,6.861596584320068
0.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,78.0,3.0,1.0,0.0,3.0,6.9031453132629395
1.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,78.0,3.0,1.0,0.0,3.0,6.9031453132629395
0.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,79.0,3.0,1.0,0.0,3.0,6.911628723144531
1.0,9.0,2.0,1.0,0.0,998.0,0.0,0.0,2.0,8.0,11.0,79.0,3.0,1.0,0.0,3.0,6.911628723144531
0.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.928253889083862
1.0,9.0,2.0,1.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.928253889083862
0.0,9.0,2.0,0.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.936502456665039
1.0,9.0,2.0,0.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.936502456665039
0.0,9.0,2.0,0.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,80.0,3.0,1.0,0.0,3.0,6.944982290267944
1.0,9.0,2.0,0.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,80.0,3.0,1.0,0.0,3.0,6.944982290267944
0.0,10.0,2.0,0.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.9698076248168945
1.0,10.0,2.0,0.0,0.0,997.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.9698076248168945
0.0,10.0,2.0,0.0,0.0,996.0,0.0,0.0,2.0,8.0,10.0,79.0,3.0,1.0,0.0,3.0,6.977970361709595
