,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,time,sh_entropy,k,disc,min_entropy
2133,0.0,10.0,2.0,3.0,0.0,988.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.20357012748718,1,2,1,1.0
2134,0.0,10.0,2.0,3.0,0.0,989.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.211862564086914,1,2,1,1.0
2136,0.0,10.0,2.0,3.0,0.0,987.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.23668551445007,1,2,1,1.0
2137,0.0,10.0,2.0,3.0,0.0,986.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.24497175216675,1,2,1,1.0
2138,0.0,11.0,2.0,3.0,0.0,988.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.26176691055298,1,2,1,1.0
2139,0.0,9.0,2.0,3.0,0.0,988.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.27826809883118,1,2,1,1.0
2140,0.0,9.0,2.0,3.0,0.0,989.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.28662991523743,1,2,1,1.0
2141,0.0,9.0,2.0,3.0,0.0,990.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.29498314857483,1,2,1,1.0
2143,0.0,9.0,2.0,3.0,0.0,991.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.31203889846802,1,2,1,1.0
2144,0.0,9.0,2.0,3.0,0.0,992.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.33734846115112,1,2,1,1.0
2145,0.0,8.0,2.0,3.0,0.0,991.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.35362219810486,1,2,1,1.0
2146,0.0,9.0,2.0,3.0,0.0,993.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.38662338256836,1,2,1,1.0
2147,0.0,9.0,1.0,3.0,0.0,993.0,0.0,0.0,2.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.39478921890259,1,2,1,1.0
2148,0.0,9.0,1.0,3.0,0.0,993.0,0.0,0.0,1.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.403010845184326,1,2,1,1.0
2149,0.0,9.0,1.0,3.0,0.0,992.0,0.0,0.0,1.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.411401987075806,1,2,1,1.0
2150,0.0,9.0,1.0,3.0,0.0,993.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.44384503364563,1,2,1,1.0
2151,0.0,9.0,1.0,3.0,0.0,992.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.45212006568909,1,2,1,1.0
2152,0.0,8.0,1.0,3.0,0.0,992.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.47670769691467,1,2,1,1.0
2153,0.0,8.0,1.0,3.0,0.0,993.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.48487567901611,1,2,1,1.0
2154,0.0,8.0,1.0,3.0,0.0,994.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.49315428733826,1,2,1,1.0
2155,0.0,8.0,1.0,3.0,0.0,991.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.52669024467468,1,2,1,1.0
2156,0.0,8.0,1.0,3.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.57629609107971,1,2,1,1.0
2157,0.0,8.0,1.0,3.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,36.58474802970886,1,2,1,1.0
2158,0.0,8.0,1.0,3.0,0.0,996.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.593077182769775,1,2,1,1.0
2159,0.0,7.0,1.0,3.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.634315729141235,1,2,1,1.0
2160,0.0,8.0,1.0,3.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.659215211868286,1,2,1,1.0
2162,0.0,7.0,1.0,3.0,0.0,996.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.725786209106445,1,2,1,1.0
2163,0.0,8.0,1.0,3.0,0.0,997.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.734050989151,1,2,1,1.0
2165,0.0,7.0,1.0,3.0,0.0,997.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.75067377090454,1,2,1,1.0
2166,0.0,9.0,1.0,3.0,0.0,996.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.76715540885925,1,2,1,1.0
2167,0.0,8.0,1.0,3.0,0.0,996.0,0.0,0.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,36.78382658958435,1,2,1,1.0
2168,0.0,8.0,1.0,2.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.80806303024292,1,2,1,1.0
2169,0.0,8.0,2.0,3.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.84134006500244,1,2,1,1.0
2170,0.0,9.0,1.0,3.0,0.0,995.0,0.0,0.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.849578619003296,1,2,1,1.0
2171,0.0,8.0,1.0,3.0,0.0,993.0,0.0,0.0,1.0,3.0,10.0,69.0,6.0,11.0,5.0,3.0,36.90778875350952,1,2,1,1.0
2172,0.0,8.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,36.92429065704346,1,2,1,1.0
2173,0.0,8.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,2.0,10.0,68.0,6.0,11.0,5.0,3.0,36.940927028656006,1,2,1,1.0
2175,0.0,8.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,4.0,10.0,68.0,6.0,11.0,5.0,3.0,36.96568012237549,1,2,1,1.0
2178,0.0,8.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,37.056670904159546,1,2,1,1.0
2179,0.0,8.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,2.0,10.0,68.0,6.0,11.0,5.0,3.0,37.06518077850342,1,2,1,1.0
2182,0.0,8.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,4.0,10.0,68.0,6.0,11.0,5.0,3.0,37.1485595703125,1,2,1,1.0
2184,0.0,8.0,1.0,2.0,0.0,994.0,0.0,1.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,37.190269231796265,1,2,1,1.0
2186,0.0,8.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,3.0,10.0,68.0,6.0,11.0,5.0,3.0,37.29859256744385,1,2,1,1.0
2187,0.0,8.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.307162046432495,1,2,1,1.0
2188,0.0,8.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,37.31616544723511,1,2,1,1.0
2189,0.0,8.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,37.332950830459595,1,2,1,1.0
2190,0.0,8.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.349621057510376,1,2,1,1.0
2191,0.0,8.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.3662633895874,1,2,1,1.0
2192,0.0,8.0,1.0,3.0,0.0,996.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.38291931152344,1,2,1,1.0
2196,0.0,7.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.507455825805664,1,2,1,1.0
2197,0.0,6.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.51575589179993,1,2,1,1.0
2198,0.0,7.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,37.524075984954834,1,2,1,1.0
2199,0.0,7.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.53234386444092,1,2,1,1.0
2200,0.0,7.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,37.5656259059906,1,2,1,1.0
2201,0.0,7.0,1.0,3.0,0.0,994.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,37.57390999794006,1,2,1,1.0
2204,0.0,7.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,37.640538454055786,1,2,1,1.0
2207,0.0,7.0,1.0,3.0,0.0,995.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,4.0,3.0,37.68186616897583,1,2,1,1.0
2208,0.0,7.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.698384523391724,1,2,1,1.0
2210,0.0,7.0,1.0,3.0,0.0,992.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.715099811553955,1,2,1,1.0
2211,0.0,7.0,1.0,3.0,0.0,992.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,37.72327184677124,1,2,1,1.0
2212,0.0,7.0,1.0,3.0,0.0,992.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,37.73156428337097,1,2,1,1.0
2214,0.0,7.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,37.75642013549805,1,2,1,1.0
2215,0.0,6.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.76476502418518,1,2,1,1.0
2216,0.0,7.0,1.0,3.0,0.0,991.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,37.781163692474365,1,2,1,1.0
2218,0.0,7.0,1.0,3.0,0.0,992.0,0.0,1.0,1.0,3.0,10.0,66.0,6.0,11.0,5.0,3.0,37.944668769836426,1,2,1,1.0
2219,0.0,7.0,1.0,3.0,0.0,991.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,38.0099139213562,1,2,1,1.0
2220,0.0,7.0,1.0,3.0,0.0,991.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,38.017995834350586,1,2,1,1.0
2222,0.0,7.0,1.0,3.0,0.0,990.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.05048894882202,1,2,1,1.0
2223,0.0,7.0,1.0,2.0,0.0,990.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.05850863456726,1,2,1,1.0
2224,0.0,7.0,1.0,3.0,0.0,990.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,38.06657814979553,1,2,1,1.0
2225,0.0,7.0,1.0,3.0,0.0,990.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,38.074737310409546,1,2,1,1.0
2227,0.0,8.0,1.0,3.0,0.0,991.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.11539053916931,1,2,1,1.0
2228,0.0,8.0,1.0,3.0,0.0,992.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.12376260757446,1,2,1,1.0
2231,0.0,8.0,1.0,3.0,0.0,993.0,0.0,0.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.16466546058655,1,2,1,1.0
2233,0.0,8.0,1.0,3.0,0.0,993.0,0.0,1.0,1.0,2.0,10.0,67.0,6.0,11.0,5.0,3.0,38.18063974380493,1,2,1,1.0
2235,0.0,8.0,1.0,3.0,0.0,990.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.21353316307068,1,2,1,1.0
2237,0.0,8.0,1.0,3.0,0.0,990.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,38.22977924346924,1,2,1,1.0
2238,0.0,9.0,1.0,3.0,0.0,991.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.25431799888611,1,2,1,1.0
2240,0.0,10.0,1.0,3.0,0.0,991.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.270620822906494,1,2,1,1.0
2241,0.0,9.0,1.0,3.0,0.0,990.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.2788450717926,1,2,1,1.0
2243,0.0,9.0,1.0,3.0,0.0,989.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.303662061691284,1,2,1,1.0
2244,0.0,9.0,1.0,3.0,0.0,988.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.31178832054138,1,2,1,1.0
2245,0.0,9.0,1.0,3.0,0.0,987.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.31995153427124,1,2,1,1.0
2247,0.0,9.0,1.0,3.0,0.0,986.0,0.0,1.0,1.0,3.0,10.0,67.0,6.0,11.0,5.0,3.0,38.336628437042236,1,2,1,1.0
2248,0.0,9.0,1.0,3.0,0.0,986.0,0.0,1.0,1.0,4.0,10.0,67.0,6.0,11.0,5.0,3.0,38.34493446350098,1,2,1,1.0
