0.0,1.0,422013.0,11.0,0.0,10.0,1.0,0.0,0.0,0.0,3683.0,40.0,39.0,4.621291160583496
0.0,1.0,422013.0,11.0,0.0,10.0,1.0,1.0,0.0,0.0,3683.0,40.0,39.0,4.621291160583496
0.0,1.0,422013.0,11.0,0.0,10.0,1.0,2.0,0.0,0.0,3683.0,40.0,39.0,4.621291160583496
0.0,1.0,422013.0,11.0,0.0,10.0,1.0,3.0,0.0,0.0,3683.0,40.0,39.0,4.621291160583496
0.0,1.0,422013.0,11.0,0.0,10.0,1.0,4.0,0.0,0.0,3683.0,40.0,39.0,4.621291160583496
0.0,1.0,99987.0,11.0,0.0,10.0,1.0,0.0,1.0,0.0,974.0,40.0,39.0,6.380805730819702
0.0,1.0,99987.0,11.0,0.0,10.0,1.0,1.0,1.0,0.0,974.0,40.0,39.0,6.380805730819702
0.0,1.0,99987.0,11.0,0.0,10.0,1.0,2.0,1.0,0.0,974.0,40.0,39.0,6.380805730819702
0.0,1.0,99987.0,11.0,0.0,10.0,1.0,3.0,1.0,0.0,974.0,40.0,39.0,6.380805730819702
0.0,1.0,99987.0,11.0,0.0,10.0,1.0,4.0,1.0,0.0,974.0,40.0,39.0,6.380805730819702
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,0.0,1.0,0.0,974.0,40.0,39.0,8.12008023262024
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,1.0,1.0,0.0,974.0,40.0,39.0,8.12008023262024
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,2.0,1.0,0.0,974.0,40.0,39.0,8.12008023262024
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,3.0,1.0,0.0,974.0,40.0,39.0,8.12008023262024
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,4.0,1.0,0.0,974.0,40.0,39.0,8.12008023262024
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,0.0,1.0,1.0,974.0,40.0,39.0,11.572760820388794
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,1.0,1.0,1.0,974.0,40.0,39.0,11.572760820388794
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,2.0,1.0,1.0,974.0,40.0,39.0,11.572760820388794
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,3.0,1.0,1.0,974.0,40.0,39.0,11.572760820388794
0.0,1.0,99987.0,11.0,0.0,10.0,2.0,4.0,1.0,1.0,974.0,40.0,39.0,11.572760820388794
0.0,1.0,99987.0,11.0,1.0,10.0,2.0,0.0,1.0,1.0,974.0,40.0,39.0,13.345948934555054
