,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,time,sh_entropy,k,disc,min_entropy
3284,0.0,2.0,1.0,0.0,0.0,991.0,1.0,1.0,1.0,6.0,11.0,71.0,2.0,9.0,4.0,2.0,51.59957456588745,1,2,1,1.0
3287,0.0,2.0,1.0,0.0,0.0,990.0,1.0,1.0,1.0,6.0,11.0,71.0,2.0,9.0,4.0,2.0,51.62463021278381,1,2,1,1.0
3289,0.0,2.0,1.0,0.0,0.0,989.0,1.0,1.0,1.0,6.0,11.0,71.0,2.0,9.0,4.0,2.0,51.64112710952759,1,2,1,1.0
3290,0.0,2.0,1.0,0.0,0.0,988.0,1.0,1.0,1.0,6.0,11.0,71.0,2.0,9.0,4.0,2.0,51.64938044548035,1,2,1,1.0
3291,0.0,2.0,1.0,0.0,0.0,988.0,1.0,1.0,1.0,6.0,11.0,70.0,2.0,9.0,4.0,2.0,51.65743327140808,1,2,1,1.0
3292,0.0,2.0,1.0,0.0,0.0,988.0,1.0,1.0,1.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.673935890197754,1,2,1,1.0
3293,0.0,2.0,1.0,0.0,0.0,987.0,1.0,1.0,1.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.682292222976685,1,2,1,1.0
3295,0.0,1.0,1.0,0.0,0.0,988.0,1.0,1.0,1.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.707321643829346,1,2,1,1.0
3296,0.0,1.0,1.0,0.0,0.0,987.0,1.0,1.0,1.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.715572118759155,1,2,1,1.0
3297,0.0,1.0,1.0,0.0,0.0,986.0,1.0,1.0,1.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.72390794754028,1,2,1,1.0
3298,0.0,1.0,1.0,0.0,0.0,986.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.7404351234436,1,2,1,1.0
3299,0.0,1.0,1.0,0.0,0.0,987.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.74866843223572,1,2,1,1.0
3300,0.0,1.0,1.0,0.0,0.0,985.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.76526093482971,1,2,1,1.0
3301,0.0,1.0,1.0,0.0,0.0,984.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.77357363700867,1,2,1,1.0
3302,0.0,1.0,1.0,0.0,0.0,983.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.781615018844604,1,2,1,1.0
3303,0.0,1.0,1.0,1.0,0.0,983.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.789873123168945,1,2,1,1.0
3304,0.0,1.0,1.0,0.0,0.0,982.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.79804730415344,1,2,1,1.0
3305,0.0,1.0,1.0,0.0,0.0,981.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.806363344192505,1,2,1,1.0
3306,0.0,1.0,1.0,0.0,0.0,980.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.81451463699341,1,2,1,1.0
3307,0.0,1.0,1.0,0.0,0.0,979.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.822861194610596,1,2,1,1.0
3308,0.0,2.0,1.0,0.0,0.0,980.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.83909511566162,1,2,1,1.0
3309,0.0,2.0,1.0,0.0,0.0,981.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.84729051589966,1,2,1,1.0
3310,0.0,2.0,1.0,0.0,0.0,981.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.855398416519165,1,2,1,1.0
3311,0.0,2.0,1.0,0.0,0.0,982.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.86383652687073,1,2,1,1.0
3312,0.0,2.0,2.0,0.0,0.0,982.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.87239623069763,1,2,1,1.0
3313,0.0,2.0,2.0,0.0,0.0,981.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.88061475753784,1,2,1,1.0
3314,0.0,2.0,2.0,0.0,0.0,981.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.88886785507202,1,2,1,1.0
3315,0.0,2.0,2.0,0.0,0.0,982.0,1.0,1.0,0.0,6.0,11.0,70.0,3.0,9.0,4.0,2.0,51.89720106124878,1,2,1,1.0
3316,0.0,2.0,2.0,0.0,0.0,983.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.92234754562378,1,2,1,1.0
3317,0.0,2.0,2.0,0.0,0.0,984.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.93898367881775,1,2,1,1.0
3318,0.0,2.0,2.0,0.0,0.0,985.0,1.0,1.0,0.0,6.0,11.0,69.0,3.0,9.0,4.0,2.0,51.947269916534424,1,2,1,1.0
3319,0.0,2.0,2.0,0.0,0.0,985.0,1.0,1.0,0.0,6.0,11.0,68.0,3.0,9.0,4.0,2.0,51.97212100028992,1,2,1,1.0
3320,0.0,2.0,2.0,0.0,0.0,984.0,1.0,1.0,0.0,6.0,11.0,68.0,3.0,9.0,4.0,2.0,51.980358839035034,1,2,1,1.0
3321,0.0,2.0,2.0,0.0,0.0,983.0,1.0,1.0,0.0,6.0,11.0,68.0,3.0,9.0,4.0,2.0,51.98856019973755,1,2,1,1.0
3322,0.0,2.0,2.0,0.0,0.0,982.0,1.0,1.0,0.0,6.0,11.0,68.0,3.0,9.0,4.0,2.0,51.99693155288696,1,2,1,1.0
3323,0.0,3.0,2.0,0.0,0.0,982.0,1.0,1.0,0.0,6.0,11.0,68.0,3.0,9.0,4.0,2.0,52.00511717796326,1,2,1,1.0
