,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,time,sh_entropy,k,disc,min_entropy
1031,0.0,2.0,0.0,1.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,65.0,1.0,6.0,0.0,3.0,18.231462001800537,1,2,1,1.0
1033,0.0,2.0,0.0,1.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,65.0,2.0,6.0,0.0,3.0,18.274659156799316,1,2,1,1.0
1034,0.0,2.0,0.0,1.0,0.0,987.0,1.0,0.0,1.0,9.0,11.0,65.0,2.0,6.0,0.0,3.0,18.283438205718994,1,2,1,1.0
1036,0.0,2.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,9.0,11.0,65.0,2.0,6.0,0.0,3.0,18.30036425590515,1,2,1,1.0
1037,0.0,3.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,9.0,11.0,65.0,2.0,6.0,0.0,3.0,18.308780670166016,1,2,1,1.0
1038,0.0,2.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,65.0,2.0,6.0,0.0,3.0,18.317360877990723,1,2,1,1.0
1039,0.0,2.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,64.0,2.0,6.0,0.0,3.0,18.326287746429443,1,2,1,1.0
1040,0.0,2.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,9.0,11.0,64.0,2.0,6.0,0.0,3.0,18.334779977798462,1,2,1,1.0
1041,0.0,2.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,9.0,11.0,64.0,1.0,6.0,0.0,3.0,18.343230724334717,1,2,1,1.0
1042,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,9.0,11.0,64.0,2.0,6.0,0.0,3.0,18.351598024368286,1,2,1,1.0
1043,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,9.0,11.0,63.0,2.0,6.0,0.0,3.0,18.36026167869568,1,2,1,1.0
1044,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,9.0,11.0,62.0,2.0,6.0,0.0,3.0,18.36834692955017,1,2,1,1.0
1046,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,9.0,11.0,62.0,2.0,6.0,0.0,3.0,18.394175052642822,1,2,1,1.0
1047,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,9.0,11.0,62.0,2.0,6.0,0.0,3.0,18.40261697769165,1,2,1,1.0
1049,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,9.0,11.0,63.0,2.0,6.0,0.0,3.0,18.419893741607666,1,2,1,1.0
1050,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,9.0,11.0,61.0,2.0,6.0,0.0,3.0,18.463000774383545,1,2,1,1.0
1052,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,9.0,11.0,62.0,1.0,6.0,0.0,3.0,18.522348642349243,1,2,1,1.0
1053,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,9.0,11.0,62.0,2.0,6.0,0.0,3.0,18.65644145011902,1,2,1,1.0
1054,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,9.0,11.0,61.0,2.0,6.0,0.0,3.0,18.664379596710205,1,2,1,1.0
1055,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,62.0,2.0,6.0,0.0,3.0,18.680641174316406,1,2,1,1.0
1057,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,61.0,2.0,6.0,0.0,3.0,18.697051286697388,1,2,1,1.0
1058,0.0,2.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,62.0,2.0,6.0,0.0,3.0,18.722601175308228,1,2,1,1.0
1059,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,9.0,11.0,63.0,2.0,6.0,0.0,3.0,18.739349842071533,1,2,1,1.0
1060,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,18.747634649276733,1,2,1,1.0
1062,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,18.77348828315735,1,2,1,1.0
1064,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,18.79047441482544,1,2,1,1.0
1065,0.0,0.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,18.807251453399658,1,2,1,1.0
1066,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,18.832332372665405,1,2,1,1.0
1068,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,60.0,2.0,6.0,0.0,3.0,18.866098642349243,1,2,1,1.0
1069,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,63.0,2.0,6.0,0.0,3.0,18.882554292678833,1,2,1,1.0
1070,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,64.0,2.0,6.0,0.0,3.0,18.89080548286438,1,2,1,1.0
1071,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,18.899107694625854,1,2,1,1.0
1072,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,65.0,1.0,6.0,0.0,3.0,18.907483100891113,1,2,1,1.0
1074,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,18.92385983467102,1,2,1,1.0
1075,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,18.931944131851196,1,2,1,1.0
1076,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,18.940175533294678,1,2,1,1.0
1077,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,18.94847297668457,1,2,1,1.0
1079,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,18.97311544418335,1,2,1,1.0
1080,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,19.006782054901123,1,2,1,1.0
1081,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,19.015057802200317,1,2,1,1.0
1083,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,19.057419776916504,1,2,1,1.0
1084,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,65.0,1.0,6.0,0.0,3.0,19.066082239151,1,2,1,1.0
1086,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,66.0,1.0,6.0,0.0,3.0,19.091472387313843,1,2,1,1.0
1087,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,66.0,1.0,6.0,0.0,3.0,19.108784914016724,1,2,1,1.0
1088,0.0,0.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,66.0,1.0,6.0,0.0,3.0,19.125606298446655,1,2,1,1.0
1089,0.0,0.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,65.0,1.0,6.0,0.0,3.0,19.134061813354492,1,2,1,1.0
1090,0.0,0.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,19.16805076599121,1,2,1,1.0
1092,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,19.21000576019287,1,2,1,1.0
1094,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,19.243312120437622,1,2,1,1.0
1095,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,19.251627922058105,1,2,1,1.0
1097,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,65.0,1.0,6.0,0.0,3.0,19.3366641998291,1,2,1,1.0
1098,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,67.0,1.0,6.0,0.0,3.0,19.371134042739868,1,2,1,1.0
1099,0.0,0.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,67.0,1.0,6.0,0.0,3.0,19.388338088989258,1,2,1,1.0
1100,0.0,0.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,68.0,1.0,6.0,0.0,3.0,19.413687229156494,1,2,1,1.0
1102,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,68.0,1.0,6.0,0.0,3.0,19.447941064834595,1,2,1,1.0
1104,0.0,0.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,69.0,1.0,6.0,0.0,3.0,19.498806476593018,1,2,1,1.0
1105,0.0,1.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,67.0,1.0,6.0,0.0,3.0,19.55070447921753,1,2,1,1.0
1107,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,67.0,1.0,6.0,0.0,3.0,19.576869010925293,1,2,1,1.0
1108,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,67.0,1.0,6.0,0.0,3.0,19.585628986358643,1,2,1,1.0
1110,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,66.0,1.0,6.0,0.0,3.0,19.60304069519043,1,2,1,1.0
1111,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,65.0,1.0,6.0,0.0,3.0,19.62023687362671,1,2,1,1.0
1112,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,19.688332557678223,1,2,1,1.0
1113,0.0,1.0,0.0,0.0,0.0,983.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,19.69695782661438,1,2,1,1.0
1114,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,19.73901915550232,1,2,1,1.0
1115,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,19.747579097747803,1,2,1,1.0
1116,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,19.756320476531982,1,2,1,1.0
1117,0.0,2.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,19.773789882659912,1,2,1,1.0
1119,0.0,2.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,19.798981189727783,1,2,1,1.0
1120,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,19.815712690353394,1,2,1,1.0
1121,0.0,2.0,0.0,0.0,0.0,984.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,19.83235239982605,1,2,1,1.0
1124,0.0,1.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,19.94350290298462,1,2,1,1.0
1125,0.0,0.0,0.0,0.0,0.0,985.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,19.95189905166626,1,2,1,1.0
1126,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,20.020198106765747,1,2,1,1.0
1127,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,64.0,1.0,6.0,0.0,3.0,20.028602361679077,1,2,1,1.0
1128,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,64.0,2.0,6.0,0.0,3.0,20.037242889404297,1,2,1,1.0
1129,0.0,1.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,63.0,2.0,6.0,0.0,3.0,20.045804738998413,1,2,1,1.0
1130,0.0,1.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,20.080263376235962,1,2,1,1.0
1131,0.0,1.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,20.0888888835907,1,2,1,1.0
1133,0.0,1.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,20.105769157409668,1,2,1,1.0
1135,0.0,1.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,63.0,2.0,6.0,0.0,3.0,20.166189670562744,1,2,1,1.0
1136,0.0,1.0,0.0,0.0,0.0,989.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,20.191088438034058,1,2,1,1.0
1137,0.0,0.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,63.0,2.0,6.0,0.0,3.0,20.225528240203857,1,2,1,1.0
1138,0.0,0.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,20.234071731567383,1,2,1,1.0
1140,0.0,0.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,20.26779055595398,1,2,1,1.0
1142,0.0,0.0,0.0,0.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,64.0,2.0,6.0,0.0,3.0,20.36919641494751,1,2,1,1.0
1143,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,63.0,2.0,6.0,0.0,3.0,20.386194229125977,1,2,1,1.0
1146,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,20.41975450515747,1,2,1,1.0
1148,0.0,0.0,0.0,0.0,0.0,986.0,1.0,0.0,1.0,8.0,11.0,62.0,2.0,6.0,0.0,3.0,20.445682287216187,1,2,1,1.0
1149,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,61.0,2.0,6.0,0.0,3.0,20.462294101715088,1,2,1,1.0
1150,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,20.487699031829834,1,2,1,1.0
1151,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,20.496330499649048,1,2,1,1.0
1153,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,20.521638870239258,1,2,1,1.0
1154,0.0,0.0,0.0,0.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,59.0,1.0,6.0,0.0,3.0,20.53880286216736,1,2,1,1.0
1155,0.0,0.0,0.0,1.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,20.547208309173584,1,2,1,1.0
1157,0.0,0.0,0.0,1.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,59.0,1.0,6.0,0.0,3.0,20.57279682159424,1,2,1,1.0
1158,0.0,0.0,0.0,1.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,20.60593605041504,1,2,1,1.0
1160,0.0,0.0,0.0,1.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,20.6399028301239,1,2,1,1.0
1161,0.0,0.0,0.0,1.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,20.648406505584717,1,2,1,1.0
1162,0.0,0.0,0.0,1.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,63.0,1.0,6.0,0.0,3.0,20.656912088394165,1,2,1,1.0
1163,0.0,0.0,0.0,1.0,0.0,987.0,1.0,0.0,1.0,8.0,11.0,62.0,1.0,6.0,0.0,3.0,20.717376708984375,1,2,1,1.0
1165,0.0,0.0,0.0,1.0,0.0,988.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,20.759963035583496,1,2,1,1.0
1166,0.0,0.0,0.0,1.0,0.0,989.0,1.0,0.0,1.0,8.0,11.0,61.0,1.0,6.0,0.0,3.0,20.793814420700073,1,2,1,1.0
1168,0.0,0.0,0.0,1.0,0.0,989.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,20.819485187530518,1,2,1,1.0
1169,0.0,1.0,0.0,1.0,0.0,989.0,1.0,0.0,1.0,8.0,11.0,60.0,1.0,6.0,0.0,3.0,20.84463143348694,1,2,1,1.0
3939,0.0,8.0,0.0,0.0,1.0,149.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.64058256149292,1,2,1,1.0
3940,0.0,8.0,0.0,0.0,1.0,148.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.73231506347656,1,2,1,1.0
3941,0.0,8.0,0.0,0.0,1.0,150.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.7497959136963,1,2,1,1.0
3942,0.0,8.0,0.0,0.0,1.0,151.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.7587718963623,1,2,1,1.0
3943,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.76751732826233,1,2,1,1.0
3944,0.0,8.0,0.0,0.0,1.0,153.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.7849624156952,1,2,1,1.0
3945,0.0,8.0,0.0,0.0,1.0,154.0,0.0,1.0,0.0,9.0,10.0,149.0,2.0,0.0,0.0,3.0,157.79392170906067,1,2,1,1.0
3946,0.0,8.0,0.0,0.0,1.0,153.0,0.0,1.0,0.0,9.0,10.0,150.0,2.0,0.0,0.0,3.0,157.81095910072327,1,2,1,1.0
3947,0.0,8.0,0.0,0.0,1.0,153.0,0.0,1.0,0.0,9.0,10.0,148.0,2.0,0.0,0.0,3.0,157.8194317817688,1,2,1,1.0
3949,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,10.0,148.0,2.0,0.0,0.0,3.0,157.9532356262207,1,2,1,1.0
3950,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,10.0,150.0,2.0,0.0,0.0,3.0,157.9703094959259,1,2,1,1.0
3951,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,10.0,151.0,2.0,0.0,0.0,3.0,157.98936438560486,1,2,1,1.0
3952,0.0,8.0,0.0,0.0,1.0,151.0,0.0,1.0,0.0,9.0,10.0,151.0,2.0,0.0,0.0,3.0,157.99800372123718,1,2,1,1.0
3954,0.0,8.0,0.0,0.0,1.0,153.0,0.0,1.0,0.0,9.0,10.0,151.0,2.0,0.0,0.0,3.0,158.03299069404602,1,2,1,1.0
3955,0.0,8.0,0.0,0.0,1.0,154.0,0.0,1.0,0.0,9.0,10.0,151.0,2.0,0.0,0.0,3.0,158.0415530204773,1,2,1,1.0
3962,0.0,8.0,0.0,0.0,1.0,154.0,0.0,1.0,0.0,9.0,9.0,151.0,2.0,0.0,1.0,3.0,158.18676614761353,1,2,1,1.0
3964,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,9.0,150.0,2.0,0.0,1.0,3.0,158.21995735168457,1,2,1,1.0
3966,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,11.0,150.0,2.0,0.0,1.0,3.0,158.2455072402954,1,2,1,1.0
3973,0.0,8.0,0.0,0.0,1.0,152.0,0.0,1.0,0.0,9.0,11.0,149.0,2.0,0.0,1.0,3.0,158.3331971168518,1,2,1,1.0
3977,0.0,8.0,0.0,0.0,1.0,153.0,0.0,1.0,0.0,9.0,11.0,148.0,2.0,0.0,1.0,3.0,158.47582626342773,1,2,1,1.0
3979,0.0,8.0,0.0,0.0,1.0,154.0,0.0,1.0,0.0,9.0,11.0,151.0,2.0,0.0,1.0,3.0,158.55191278457642,1,2,1,1.0
3989,0.0,7.0,0.0,0.0,1.0,150.0,0.0,1.0,0.0,9.0,10.0,150.0,2.0,0.0,1.0,3.0,158.67846584320068,1,2,1,1.0
3991,0.0,7.0,0.0,0.0,1.0,150.0,0.0,1.0,0.0,9.0,10.0,151.0,2.0,0.0,1.0,3.0,158.69530773162842,1,2,1,1.0
3992,0.0,7.0,0.0,0.0,1.0,150.0,0.0,1.0,0.0,9.0,10.0,152.0,2.0,0.0,1.0,3.0,158.70389032363892,1,2,1,1.0
