,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,time,sh_entropy,k,disc,min_entropy
8854,0.0,9.0,0.0,1.0,1.0,149.0,0.0,1.0,0.0,6.0,10.0,149.0,2.0,0.0,0.0,3.0,184.23801374435425,1,2,1,1.0
8855,0.0,9.0,0.0,1.0,1.0,148.0,0.0,1.0,0.0,6.0,10.0,149.0,2.0,0.0,0.0,3.0,184.32543206214905,1,2,1,1.0
9938,0.0,9.0,0.0,1.0,1.0,149.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,203.97943758964539,1,2,1,1.0
9939,0.0,9.0,0.0,1.0,1.0,148.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.06937718391418,1,2,1,1.0
9940,0.0,9.0,0.0,1.0,1.0,149.0,0.0,1.0,0.0,8.0,10.0,148.0,2.0,0.0,0.0,3.0,204.0864279270172,1,2,1,1.0
9941,0.0,9.0,0.0,1.0,1.0,150.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.1118643283844,1,2,1,1.0
9942,0.0,9.0,0.0,1.0,1.0,151.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.15422105789185,1,2,1,1.0
9943,0.0,9.0,0.0,1.0,1.0,152.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.16291308403015,1,2,1,1.0
9944,0.0,9.0,0.0,1.0,1.0,153.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.1712772846222,1,2,1,1.0
9945,0.0,9.0,0.0,1.0,1.0,154.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.17987990379333,1,2,1,1.0
9946,0.0,9.0,0.0,1.0,1.0,154.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.20528316497803,1,2,1,1.0
9947,0.0,9.0,0.0,1.0,1.0,155.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.21338057518005,1,2,1,1.0
9948,0.0,9.0,0.0,1.0,1.0,156.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.23789525032043,1,2,1,1.0
9949,0.0,9.0,0.0,1.0,1.0,153.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.27920126914978,1,2,1,1.0
9950,0.0,9.0,0.0,0.0,1.0,154.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.29596996307373,1,2,1,1.0
9951,0.0,9.0,0.0,1.0,1.0,152.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.3123996257782,1,2,1,1.0
9952,0.0,9.0,0.0,1.0,1.0,151.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.38726496696472,1,2,1,1.0
9953,0.0,9.0,0.0,1.0,1.0,150.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.3954565525055,1,2,1,1.0
9954,0.0,9.0,0.0,1.0,1.0,149.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.40374493598938,1,2,1,1.0
9955,0.0,9.0,0.0,1.0,1.0,148.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.41195702552795,1,2,1,1.0
9956,0.0,9.0,0.0,1.0,1.0,147.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.4203748703003,1,2,1,1.0
9957,0.0,9.0,0.0,1.0,1.0,146.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.42856073379517,1,2,1,1.0
9958,0.0,9.0,0.0,1.0,1.0,145.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.43686628341675,1,2,1,1.0
9959,0.0,9.0,0.0,1.0,1.0,144.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.47782063484192,1,2,1,1.0
9960,0.0,9.0,0.0,1.0,1.0,143.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.48617124557495,1,2,1,1.0
9961,0.0,9.0,0.0,1.0,1.0,143.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.49431538581848,1,2,1,1.0
9962,0.0,9.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.50247383117676,1,2,1,1.0
9963,0.0,9.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.51071858406067,1,2,1,1.0
9964,0.0,9.0,0.0,1.0,1.0,140.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.5530664920807,1,2,1,1.0
9965,0.0,9.0,0.0,1.0,1.0,139.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,204.56148481369019,1,2,1,1.0
9966,0.0,9.0,0.0,1.0,1.0,139.0,0.0,1.0,0.0,8.0,10.0,149.0,2.0,0.0,0.0,3.0,204.58659553527832,1,2,1,1.0
9967,0.0,9.0,0.0,1.0,1.0,139.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,204.6289176940918,1,2,1,1.0
9968,0.0,9.0,0.0,1.0,1.0,140.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,204.63742446899414,1,2,1,1.0
9969,0.0,9.0,0.0,1.0,1.0,138.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,204.67151498794556,1,2,1,1.0
9970,0.0,9.0,0.0,1.0,1.0,138.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.69715929031372,1,2,1,1.0
9971,0.0,9.0,0.0,1.0,1.0,139.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.70556044578552,1,2,1,1.0
9972,0.0,9.0,0.0,1.0,1.0,137.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.73907661437988,1,2,1,1.0
9973,0.0,9.0,0.0,1.0,1.0,136.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.7475025653839,1,2,1,1.0
9974,0.0,9.0,0.0,1.0,1.0,140.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.78943133354187,1,2,1,1.0
9975,0.0,9.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.81480479240417,1,2,1,1.0
9976,0.0,9.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.82327675819397,1,2,1,1.0
9977,0.0,9.0,0.0,1.0,1.0,143.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.83190608024597,1,2,1,1.0
9978,0.0,9.0,0.0,1.0,1.0,144.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,204.89120197296143,1,2,1,1.0
9981,0.0,9.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.00845050811768,1,2,1,1.0
9982,0.0,9.0,0.0,1.0,1.0,143.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.01690912246704,1,2,1,1.0
9983,0.0,9.0,0.0,1.0,1.0,144.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.0338954925537,1,2,1,1.0
9984,0.0,9.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.07576060295105,1,2,1,1.0
9985,0.0,9.0,0.0,1.0,1.0,140.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.08416295051575,1,2,1,1.0
9986,0.0,9.0,0.0,1.0,1.0,139.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.09250664710999,1,2,1,1.0
9987,0.0,9.0,0.0,1.0,1.0,138.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.10076642036438,1,2,1,1.0
9989,0.0,8.0,0.0,1.0,1.0,139.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.2330780029297,1,2,1,1.0
9990,0.0,8.0,0.0,1.0,1.0,140.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.24144101142883,1,2,1,1.0
9991,0.0,8.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.249662399292,1,2,1,1.0
9992,0.0,8.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.25785946846008,1,2,1,1.0
9993,0.0,8.0,0.0,1.0,1.0,143.0,0.0,1.0,0.0,8.0,10.0,153.0,2.0,0.0,0.0,3.0,205.26612782478333,1,2,1,1.0
9994,0.0,8.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,205.29119539260864,1,2,1,1.0
9995,0.0,8.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,152.0,2.0,0.0,0.0,3.0,205.2996416091919,1,2,1,1.0
9996,0.0,8.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.32451128959656,1,2,1,1.0
9997,0.0,8.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.33276772499084,1,2,1,1.0
9999,0.0,9.0,0.0,1.0,1.0,142.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.35735702514648,1,2,1,1.0
10000,0.0,9.0,0.0,1.0,1.0,143.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.36572885513306,1,2,1,1.0
10001,0.0,9.0,0.0,1.0,1.0,144.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.37416195869446,1,2,1,1.0
10002,0.0,9.0,0.0,1.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.39898419380188,1,2,1,1.0
10003,0.0,9.0,0.0,1.0,1.0,145.0,0.0,1.0,0.0,8.0,10.0,151.0,2.0,0.0,0.0,3.0,205.48122644424438,1,2,1,1.0
10004,0.0,9.0,0.0,1.0,1.0,138.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,205.64711093902588,1,2,1,1.0
10005,0.0,9.0,0.0,1.0,1.0,137.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,205.65573906898499,1,2,1,1.0
10006,0.0,9.0,0.0,1.0,1.0,136.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,205.664000749588,1,2,1,1.0
10015,0.0,10.0,0.0,0.0,1.0,141.0,0.0,1.0,0.0,8.0,10.0,150.0,2.0,0.0,0.0,3.0,206.03970313072205,1,2,1,1.0
10110,0.0,11.0,0.0,1.0,1.0,151.0,1.0,0.0,0.0,6.0,10.0,151.0,3.0,0.0,0.0,3.0,208.39014840126038,1,2,1,1.0
10111,0.0,11.0,0.0,1.0,1.0,151.0,1.0,0.0,0.0,6.0,10.0,151.0,2.0,0.0,0.0,3.0,208.39837908744812,1,2,1,1.0
10112,0.0,11.0,0.0,1.0,1.0,150.0,1.0,0.0,0.0,6.0,10.0,151.0,2.0,0.0,0.0,3.0,208.40652227401733,1,2,1,1.0
10113,0.0,10.0,0.0,1.0,1.0,150.0,1.0,0.0,0.0,6.0,10.0,151.0,2.0,0.0,0.0,3.0,208.41450452804565,1,2,1,1.0
10114,0.0,10.0,0.0,1.0,1.0,149.0,1.0,0.0,0.0,6.0,10.0,151.0,2.0,0.0,0.0,3.0,208.4227397441864,1,2,1,1.0
10115,0.0,10.0,0.0,1.0,1.0,151.0,1.0,0.0,0.0,6.0,10.0,151.0,2.0,0.0,0.0,3.0,208.4388988018036,1,2,1,1.0
12199,0.0,3.0,2.0,2.0,1.0,188.0,0.0,1.0,2.0,5.0,0.0,195.0,4.0,0.0,4.0,3.0,360.4453547000885,1,2,1,1.0
12200,0.0,3.0,2.0,2.0,1.0,188.0,0.0,1.0,2.0,5.0,0.0,194.0,4.0,0.0,4.0,3.0,360.45386147499084,1,2,1,1.0
12201,0.0,3.0,2.0,2.0,1.0,189.0,0.0,1.0,2.0,5.0,0.0,195.0,4.0,0.0,4.0,3.0,360.46244621276855,1,2,1,1.0
12202,0.0,3.0,2.0,2.0,1.0,188.0,0.0,1.0,2.0,4.0,0.0,195.0,4.0,0.0,4.0,3.0,360.47915530204773,1,2,1,1.0
12203,0.0,2.0,2.0,2.0,1.0,188.0,0.0,1.0,2.0,5.0,0.0,195.0,4.0,0.0,4.0,3.0,360.48740696907043,1,2,1,1.0
12210,0.0,3.0,2.0,3.0,1.0,188.0,0.0,1.0,1.0,6.0,0.0,195.0,4.0,0.0,4.0,3.0,360.5549786090851,1,2,1,1.0
12211,0.0,3.0,2.0,3.0,1.0,188.0,0.0,1.0,1.0,6.0,0.0,194.0,4.0,0.0,4.0,3.0,360.5633738040924,1,2,1,1.0
12212,0.0,3.0,2.0,3.0,1.0,187.0,0.0,1.0,1.0,6.0,0.0,194.0,4.0,0.0,4.0,3.0,360.57153391838074,1,2,1,1.0
12214,0.0,3.0,2.0,3.0,1.0,186.0,0.0,1.0,1.0,6.0,0.0,194.0,4.0,0.0,4.0,3.0,360.60557866096497,1,2,1,1.0
12215,0.0,3.0,2.0,3.0,1.0,187.0,0.0,1.0,1.0,6.0,0.0,193.0,4.0,0.0,4.0,3.0,360.6223964691162,1,2,1,1.0
12216,0.0,3.0,2.0,3.0,1.0,186.0,0.0,1.0,1.0,6.0,0.0,193.0,4.0,0.0,4.0,3.0,360.63891887664795,1,2,1,1.0
12217,0.0,3.0,2.0,3.0,1.0,185.0,0.0,1.0,1.0,6.0,0.0,193.0,4.0,0.0,4.0,3.0,360.6642198562622,1,2,1,1.0
12219,0.0,3.0,2.0,3.0,1.0,185.0,0.0,1.0,1.0,6.0,0.0,194.0,4.0,0.0,4.0,3.0,360.7315106391907,1,2,1,1.0
12220,0.0,3.0,2.0,3.0,1.0,184.0,0.0,1.0,1.0,6.0,0.0,194.0,4.0,0.0,4.0,3.0,360.74809288978577,1,2,1,1.0
12222,0.0,2.0,2.0,3.0,1.0,186.0,0.0,1.0,1.0,6.0,0.0,194.0,4.0,0.0,4.0,3.0,360.807391166687,1,2,1,1.0
